Dates,Susceptible,VaccinatedSusceptible,Infected,VaccinatedInfected,Hospitalized,VaccinatedHospitalized,Recovered,Extinct,Vaccinations
24/07/2021,732867,147168,13387,2583,260,42,78735,62,149751
25/07/2021,732843,147211,13362,2589,284,42,79475,62,149800
26/07/2021,732210,148100,13109,2586,282,41,80754,63,150686
27/07/2021,731788,148878,12809,2530,298,42,81937,63,151408
28/07/2021,731582,149515,12411,2497,301,41,83128,64,152012
29/07/2021,731443,150188,11945,2429,291,40,84369,64,152617
30/07/2021,731586,150862,11216,2341,288,37,85845,64,153203
31/07/2021,731984,150975,10735,2311,293,41,87007,64,153286
01/08/2021,732587,151098,10061,2259,303,45,88026,64,153357
02/08/2021,732789,151808,9283,2125,304,38,89573,64,153933
03/08/2021,732952,152728,8336,1989,302,40,91153,64,154717
04/08/2021,732407,154354,7472,1772,297,41,92764,64,156126
05/08/2021,732363,155206,6777,1659,294,43,94132,64,156865
06/08/2021,732560,155830,6075,1540,293,45,95427,64,157370
07/08/2021,732820,155937,5749,1499,297,45,96229,64,157436
08/08/2021,733005,156032,5505,1463,295,45,96856,64,157495
09/08/2021,732204,157290,5118,1393,287,46,97955,65,158683
10/08/2021,732022,157802,4844,1337,276,52,98710,66,159139
11/08/2021,731783,158237,4678,1307,263,56,99361,67,159544
12/08/2021,731162,158985,4581,1277,266,59,99875,68,160262
13/08/2021,731085,159402,4299,1219,261,58,100596,70,160621
14/08/2021,731176,159441,4179,1209,258,55,101048,70,160650
15/08/2021,731338,159553,3974,1140,258,53,101428,70,160693
16/08/2021,730956,160099,3841,1109,253,57,102055,71,161208
17/08/2021,730750,160447,3741,1067,260,56,102522,71,161514
18/08/2021,729754,161539,3646,1066,253,50,102982,74,162605
19/08/2021,729315,162120,3530,1040,246,49,103471,76,163160
20/08/2021,728978,162635,3390,1002,245,46,103976,77,163637
21/08/2021,729005,162703,3332,965,246,46,104342,78,163668
22/08/2021,729120,162749,3190,946,251,46,104689,80,163695
23/08/2021,728502,163526,3024,953,251,45,105184,80,164479
24/08/2021,727980,164132,2947,946,245,43,105554,82,165078
25/08/2021,727600,164576,2876,953,243,41,105864,83,165529
26/08/2021,726763,165443,2859,940,231,45,106176,85,166383
27/08/2021,726444,165933,2722,906,230,44,106595,86,166839
28/08/2021,726483,166000,2639,883,226,43,106905,87,166883
29/08/2021,726555,166003,2551,896,230,45,107148,88,166899
30/08/2021,725667,167067,2415,856,226,48,107628,90,167923
31/08/2021,725181,167650,2320,854,216,49,107945,90,168504
01/09/2021,724798,168126,2234,847,213,47,108219,90,168973
02/09/2021,724320,168630,2221,834,218,47,108480,91,169464
03/09/2021,723809,169218,2160,818,211,46,108787,93,170036
04/09/2021,723838,169230,2096,841,213,45,109001,93,170071
05/09/2021,723883,169255,2031,836,224,48,109194,94,170091
06/09/2021,722280,170977,1942,806,221,48,109550,95,171783
07/09/2021,721708,171618,1872,807,215,46,109783,97,172425
08/09/2021,721045,172374,1815,771,213,44,110041,98,173145
09/09/2021,720760,172765,1741,739,213,40,110283,98,173504
10/09/2021,720595,173093,1612,705,210,37,110572,98,173798
11/09/2021,720341,173431,1534,699,204,36,110761,98,174130
12/09/2021,720394,173457,1474,680,205,38,110923,98,174137
13/09/2021,719733,174205,1422,645,205,40,111181,99,174850
14/09/2021,719428,174584,1366,627,196,41,111395,99,175211
15/09/2021,719190,174860,1348,607,192,42,111577,99,175467
16/09/2021,718921,175199,1287,598,190,40,111759,99,175797
17/09/2021,718748,175454,1243,560,180,41,111951,99,176014
18/09/2021,718165,176075,1213,552,186,40,112099,99,176627
19/09/2021,718205,176098,1161,541,188,41,112230,99,176639
20/09/2021,717717,176624,1159,505,183,43,112413,99,177129
21/09/2021,717609,176795,1103,498,180,44,112568,99,177293
22/09/2021,717514,176899,1093,499,177,44,112678,99,177398
23/09/2021,717358,177086,1062,499,176,42,112817,99,177585
24/09/2021,717229,177267,1032,477,173,41,112989,99,177744
25/09/2021,716784,177772,992,457,171,42,113112,99,178229
26/09/2021,716811,177802,956,436,171,44,113226,99,178238
27/09/2021,716713,177960,919,413,171,44,113399,99,178373
28/09/2021,716577,178111,908,409,166,45,113507,99,178520
29/09/2021,716474,178244,879,408,160,47,113630,99,178652
30/09/2021,716194,178528,877,406,156,48,113742,99,178934
01/10/2021,716192,178577,850,386,152,50,113839,99,178963
02/10/2021,715869,178864,887,385,150,50,113922,99,179249
03/10/2021,715865,178889,886,365,150,50,114000,100,179254
04/10/2021,715663,179128,857,357,146,50,114141,100,179485
05/10/2021,715429,179339,875,362,145,47,114221,100,179701
06/10/2021,715246,179505,885,369,143,46,114293,100,179874
07/10/2021,715072,179642,904,387,147,45,114376,100,180029
08/10/2021,714761,179925,920,399,151,45,114478,100,180324
09/10/2021,714665,179996,935,409,145,46,114564,101,180405
10/10/2021,714572,180092,918,423,145,46,114642,101,180515
11/10/2021,714364,180288,913,440,146,42,114786,101,180728
12/10/2021,714157,180424,950,474,147,44,114865,101,180898
13/10/2021,714016,180531,964,494,148,42,114956,101,181025
14/10/2021,713815,180679,1000,511,151,40,115039,101,181190
15/10/2021,713580,180913,1006,506,150,38,115159,101,181419
16/10/2021,713469,180975,1042,519,147,39,115227,101,181494
17/10/2021,713453,180970,1053,529,149,40,115289,102,181499
18/10/2021,713205,181207,1065,528,150,42,115443,102,181735
19/10/2021,713035,181371,1066,533,150,45,115576,102,181904
20/10/2021,712827,181550,1081,547,147,47,115687,102,182097
21/10/2021,712526,181818,1115,546,143,46,115788,102,182364
22/10/2021,712381,181974,1097,553,141,45,115955,102,182527
23/10/2021,712100,182246,1108,551,144,49,116065,102,182797
24/10/2021,712129,182260,1075,541,144,49,116174,102,182801
25/10/2021,711926,182425,1092,562,145,45,116320,102,182987
26/10/2021,711792,182538,1103,572,144,45,116441,102,183110
27/10/2021,711555,182727,1129,594,144,44,116560,103,183321
28/10/2021,711549,182722,1124,610,148,44,116640,103,183332
29/10/2021,711388,182867,1124,626,151,43,116817,103,183493
30/10/2021,711164,183057,1143,641,148,43,116931,103,183698
31/10/2021,711162,183067,1138,638,153,44,117049,103,183705
01/11/2021,710940,183164,1194,707,155,47,117208,103,183871
02/11/2021,710770,183284,1240,711,154,46,117360,103,183995
03/11/2021,710601,183360,1286,758,155,47,117475,103,184118
04/11/2021,710347,183508,1342,808,156,50,117592,103,184316
05/11/2021,710215,183627,1332,831,154,51,117776,103,184458
06/11/2021,709928,183846,1377,854,155,48,117888,103,184700
07/11/2021,709932,183841,1364,868,157,47,117997,103,184709
08/11/2021,709647,183990,1462,906,156,49,118179,103,184896
09/11/2021,709416,184146,1511,932,153,48,118325,104,185078
10/11/2021,709178,184276,1572,979,154,49,118481,104,185255
11/11/2021,708902,184467,1616,1020,161,49,118667,104,185487
12/11/2021,708785,184638,1600,982,164,50,118918,104,185620
13/11/2021,708528,184822,1635,1020,166,48,119076,104,185842
14/11/2021,708530,184812,1625,1038,166,52,119256,104,185850
15/11/2021,708217,185003,1727,1058,164,56,119543,104,186061
16/11/2021,707885,185109,1882,1129,161,56,119724,104,186238
17/11/2021,707564,185255,2023,1163,158,56,119882,104,186418
18/11/2021,707227,185406,2138,1234,159,57,120083,104,186640
19/11/2021,706982,185517,2218,1288,163,53,120347,104,186805
20/11/2021,706711,185756,2240,1298,168,57,120570,104,187054
21/11/2021,706701,185762,2240,1302,172,60,120757,104,187064
22/11/2021,706253,186011,2386,1355,172,61,121079,104,187366
23/11/2021,705878,186198,2486,1443,171,65,121313,104,187641
24/11/2021,705532,186353,2579,1541,169,69,121531,104,187894
25/11/2021,704954,186792,2676,1583,166,67,121841,104,188375
26/11/2021,704469,187138,2778,1620,168,64,122192,104,188758
27/11/2021,704043,187441,2808,1713,175,62,122495,104,189154
28/11/2021,704039,187387,2808,1771,177,61,122740,104,189158
29/11/2021,703459,187792,2898,1856,176,62,123216,104,189648
30/11/2021,702859,188122,3054,1970,177,67,123556,105,190092
01/12/2021,702284,188448,3222,2051,176,64,123814,105,190499
02/12/2021,701660,188869,3348,2128,178,61,124149,105,190997
03/12/2021,701253,189228,3407,2117,178,60,124623,105,191345
04/12/2021,700778,189609,3466,2152,184,59,124953,105,191761
05/12/2021,700805,189628,3419,2153,186,57,125271,105,191781
06/12/2021,700205,190078,3542,2180,190,56,125876,105,192258
07/12/2021,699746,190408,3678,2173,190,56,126322,105,192581
08/12/2021,699268,190723,3800,2214,194,61,126730,106,192937
09/12/2021,698815,191058,3885,2247,206,64,127209,106,193305
10/12/2021,698561,191370,3869,2205,203,58,127834,106,193575
11/12/2021,698253,191597,3894,2261,206,58,128239,107,193858
12/12/2021,698289,191602,3843,2271,210,58,128658,110,193873
13/12/2021,697864,191932,3916,2293,212,58,129326,110,194225
14/12/2021,697332,192263,4019,2391,214,62,129746,110,194654
15/12/2021,696826,192574,4152,2453,218,65,130138,111,195027
16/12/2021,696261,192978,4203,2563,215,70,130626,111,195541
17/12/2021,695940,193333,4138,2594,219,67,131301,111,195927
18/12/2021,695626,193634,4106,2639,225,68,131789,111,196273
19/12/2021,695622,193626,4100,2657,228,71,132237,111,196283
20/12/2021,695140,194048,4082,2735,230,66,132986,112,196783
21/12/2021,694557,194297,4250,2901,227,68,133529,112,197198
22/12/2021,694133,194370,4404,3098,228,59,134031,112,197468
23/12/2021,693725,194523,4467,3290,219,57,134677,112,197813
24/12/2021,693675,194372,4501,3457,223,59,135387,112,197829
25/12/2021,693800,194393,4370,3442,219,53,135864,112,197835
26/12/2021,693585,194044,4581,3795,223,54,136358,112,197839
27/12/2021,692908,193597,4971,4529,222,57,137260,113,198126
28/12/2021,692046,192614,5584,5761,228,56,137857,114,198375
29/12/2021,690943,190956,6387,7719,237,52,138440,115,198675
30/12/2021,689813,188878,7258,10056,235,51,139225,115,198934
31/12/2021,688875,186953,8077,12100,230,54,140118,115,199053
01/01/2022,688569,185704,8372,13360,239,60,140791,115,199064
02/01/2022,687260,183944,9419,15382,250,65,141486,116,199326
03/01/2022,684988,181696,11208,18113,243,67,142713,116,199809
04/01/2022,682873,179699,12970,20463,247,73,143476,117,200162
05/01/2022,680680,177767,14911,22647,247,83,144566,117,200414
06/01/2022,680069,176934,15512,23490,251,88,146118,117,200424
07/01/2022,678351,176485,16995,24174,243,92,149273,117,200659
08/01/2022,677120,177007,17828,24050,254,97,152267,117,201057
09/01/2022,676717,177575,18227,23486,268,96,155437,118,201061
10/01/2022,675701,178816,18946,22542,265,96,159793,119,201358
11/01/2022,674796,179747,19562,21900,270,104,162775,119,201647
12/01/2022,674028,180579,20107,21291,271,112,166004,119,201870
13/01/2022,673638,182291,20198,19878,268,116,170346,120,202169
14/01/2022,674133,184299,19502,18071,268,114,175508,121,202370
15/01/2022,674730,186104,18680,16491,276,115,180037,121,202595
16/01/2022,675553,187417,17854,15181,275,120,184000,124,202598
17/01/2022,675008,188268,18165,14564,277,107,187083,124,202832
18/01/2022,675695,189604,17314,13392,275,107,191168,125,202996
19/01/2022,675805,190391,16970,12839,275,100,194202,125,203230
20/01/2022,675881,191157,16746,12221,284,99,197110,125,203378
21/01/2022,676689,192258,15797,11261,281,99,201132,126,203519
22/01/2022,677004,193001,15287,10713,278,97,204076,128,203714
23/01/2022,677640,193740,14651,9974,289,96,207223,128,203714
24/01/2022,677537,193983,14623,9862,275,92,210217,130,203845
25/01/2022,677680,194217,14393,9715,280,92,212863,131,203932
26/01/2022,677337,194177,14607,9884,291,93,214975,133,204061
27/01/2022,676762,194094,15091,10058,287,96,216800,133,204152
28/01/2022,676960,194229,14789,10027,281,96,219583,136,204256
29/01/2022,676857,194348,14703,10097,277,98,221645,137,204445
30/01/2022,676798,194365,14757,10085,286,98,223779,137,204450
31/01/2022,675948,193883,15542,10632,282,104,225844,138,204515
01/02/2022,675416,193681,16009,10899,280,108,227956,138,204580
02/02/2022,674755,193247,16580,11423,284,117,229838,138,204670
03/02/2022,673979,192846,17289,11891,278,111,231606,140,204737
04/02/2022,674060,192834,17131,11980,273,112,234456,140,204814
05/02/2022,673934,192867,17132,12072,270,118,236733,140,204939
06/02/2022,674135,192965,16913,11992,275,126,239223,142,204957
07/02/2022,673636,192653,17352,12364,273,129,241707,143,205017
08/02/2022,673514,192470,17432,12589,257,133,244152,146,205059
09/02/2022,673203,192168,17682,12952,259,133,246197,148,205120
10/02/2022,672943,191951,17884,13227,264,130,248372,149,205178
11/02/2022,673413,192423,17341,12828,255,122,251768,149,205251
12/02/2022,673938,192810,16761,12496,259,122,254610,153,205306
13/02/2022,674439,193295,16258,12013,260,125,257587,153,205308
14/02/2022,674321,193456,16344,11884,262,121,260534,156,205340
15/02/2022,674431,193656,16211,11707,260,120,263310,158,205363
16/02/2022,674339,193697,16290,11679,264,129,265679,159,205376
17/02/2022,674202,193901,16418,11484,260,128,267871,161,205385
18/02/2022,674718,194469,15876,10942,256,122,271164,162,205411
19/02/2022,675260,194972,15328,10445,255,124,273914,162,205417
20/02/2022,675592,195541,14993,9879,254,127,276571,163,205420
21/02/2022,675427,195781,15154,9643,260,123,279225,165,205424
22/02/2022,675623,195885,14951,9546,257,125,281676,167,205431
23/02/2022,675488,195863,15076,9578,248,131,283608,168,205441
24/02/2022,675559,195948,15003,9495,248,130,285599,169,205443
25/02/2022,676298,196383,14257,9067,241,132,288505,169,205450
26/02/2022,676885,196743,13667,8710,242,129,290969,171,205453
27/02/2022,677512,197157,13039,8297,243,130,293388,173,205454
28/02/2022,677384,197169,13161,8291,242,125,295520,174,205460
01/03/2022,677632,197224,12910,8239,243,127,297724,175,205463
02/03/2022,677428,197117,13110,8350,240,122,299428,175,205467
03/03/2022,677259,197026,13275,8445,236,118,301185,176,205471
04/03/2022,677660,197239,12860,8246,234,116,303764,177,205485
05/03/2022,677868,197438,12648,8051,232,117,305912,178,205489
06/03/2022,678083,197601,12433,7888,230,124,308000,179,205489
07/03/2022,678232,197704,12281,7788,231,126,309837,180,205492
08/03/2022,676934,197018,13577,8476,237,120,311568,182,205494
09/03/2022,677377,197457,13129,8042,230,120,315384,183,205499
10/03/2022,676593,196937,13908,8567,227,123,317426,183,205504
11/03/2022,676965,197265,13529,8246,220,120,321003,184,205511
12/03/2022,676564,196952,13925,8564,224,118,322976,184,205516
13/03/2022,676508,196825,13976,8696,228,119,325013,184,205521
14/03/2022,675223,196110,15257,9415,233,116,326815,184,205525
15/03/2022,674877,195868,15600,9660,233,118,329421,185,205528
16/03/2022,674232,195368,16243,10162,240,119,331993,186,205530
17/03/2022,673399,195005,17070,10531,242,123,334624,186,205536
18/03/2022,672628,194754,17835,10788,240,119,337386,186,205542
19/03/2022,672704,194668,17750,10883,242,135,340648,186,205551
20/03/2022,672142,194236,18307,11320,250,140,343220,189,205556
21/03/2022,670846,193620,19601,11938,256,147,346535,191,205558
22/03/2022,669927,193047,20517,12514,254,150,349665,192,205561
23/03/2022,668896,192546,21543,13020,247,152,352764,193,205566
24/03/2022,667605,191898,22829,13673,241,151,355867,193,205571
25/03/2022,668054,191950,22370,13631,248,150,359612,193,205581
26/03/2022,667076,191357,23339,14233,255,149,363057,194,205590
27/03/2022,666739,191147,23672,14447,260,152,366838,194,205594
28/03/2022,665415,190394,24989,15207,258,158,371123,196,205601
29/03/2022,665088,190269,25306,15342,261,157,375511,196,205611
30/03/2022,664785,190073,25606,15541,260,157,379557,196,205614
31/03/2022,664764,190271,25624,15346,254,154,383951,197,205617
01/04/2022,665904,190906,24482,14713,255,152,388221,197,205619
02/04/2022,666549,191335,23836,14285,258,162,392991,200,205620
03/04/2022,668001,191946,22381,13677,266,161,397881,201,205623
04/04/2022,668938,192654,21444,12969,262,160,403605,201,205623
05/04/2022,670087,193340,20295,12283,260,163,408240,201,205623
06/04/2022,671490,194325,18891,11299,260,170,413216,201,205624
07/04/2022,672381,195018,17995,10611,254,173,417149,202,205629
08/04/2022,673816,195972,16559,9658,249,168,421453,203,205630
09/04/2022,675043,196758,15332,8872,251,162,425133,203,205630
10/04/2022,676501,197603,13872,8029,251,170,428854,206,205632
11/04/2022,681015,200013,9358,5619,253,169,437771,207,205632
12/04/2022,681761,200634,8611,4999,252,164,440594,208,205633
13/04/2022,682627,201167,7745,4466,246,158,443204,209,205633
14/04/2022,683332,201636,7040,3997,247,158,445546,211,205633
15/04/2022,683912,202002,6459,3632,249,155,447452,213,205634
16/04/2022,684410,202345,5961,3289,253,155,449127,215,205634
17/04/2022,684773,202625,5598,3009,250,151,450505,215,205634
18/04/2022,685480,202919,4891,2715,248,153,452482,215,205634
19/04/2022,685947,203168,4424,2466,242,144,453954,215,205634
20/04/2022,686222,203322,4148,2313,230,142,455164,215,205635
21/04/2022,686630,203408,3740,2227,226,135,456326,216,205635
22/04/2022,686940,203541,3430,2094,225,133,457281,217,205635
23/04/2022,687214,203650,3156,1985,225,138,458117,218,205635
24/04/2022,687517,203798,2852,1838,223,137,458836,219,205636
25/04/2022,687890,203971,2479,1665,226,138,459801,219,205636
26/04/2022,687952,203923,2417,1713,228,134,460559,219,205636
27/04/2022,688048,203975,2321,1661,226,133,461347,220,205636
28/04/2022,688025,204076,2343,1561,226,135,462009,220,205637
29/04/2022,688049,204060,2319,1577,222,129,462518,222,205637
30/04/2022,688012,204061,2355,1577,221,128,462974,225,205638
01/05/2022,687895,204033,2472,1605,220,126,463243,225,205638
02/05/2022,687800,204025,2567,1613,220,126,463664,225,205638
03/05/2022,687960,204202,2406,1437,219,126,464408,226,205639
04/05/2022,688109,204316,2256,1324,217,120,465044,226,205640
05/05/2022,688263,204399,2102,1241,216,117,465636,226,205640
06/05/2022,688340,204514,2025,1126,212,113,466130,226,205640
07/05/2022,688638,204697,1727,943,211,113,466616,226,205640
08/05/2022,688897,204846,1468,794,210,113,467026,226,205640
